date,limit_up,limit_down,up_count,down_count,flat_count,bomb_count,bomb_ratio,limit_up_strong,advance_decline,limit_ratio,gap_up_pct,total_amount,total_volume,valid_stocks,max_streak,avg_limit_vol,breadth,sentiment_score,sentiment_ma5,sentiment_ma20,market_temp,phase
2022-06-14,29,1,688,637,75,19,0.3958333333333333,6,1.0800627943485086,29.0,0.08928571428571429,387228608560.75,34204412227.0,1400,2,67119477.10344827,0.03642857142857143,6.7303889485562,4.687770398197879,7.36370751204859,42.00068925540241,狂热
2022-06-15,23,11,604,731,65,27,0.54,9,0.826265389876881,2.090909090909091,0.47785714285714287,441428514787.0,40028165072.0,1400,3,30383277.04347826,-0.09071428571428572,6.436373542034625,5.562723528606583,7.898453725379879,41.824290873736835,狂热
2022-06-16,33,8,816,537,47,26,0.4406779661016949,5,1.5195530726256983,4.125,0.34714285714285714,368581429626.5,33644322401.0,1400,4,48181075.878787875,0.1992857142857143,8.703922676977978,10.53122969009677,7.91088136653552,43.184736581271046,狂热
2022-06-17,36,2,658,695,46,15,0.29411764705882354,4,0.9467625899280575,18.0,0.13724088634739098,374875061315.0,31677509801.0,1399,5,53035990.472222224,-0.02644746247319514,2.346825968115001,6.04777726526485,7.647381744524684,39.37071341560828,狂热
2022-06-20,49,3,942,411,48,37,0.43023255813953487,14,2.291970802919708,16.333333333333332,0.5132048536759457,406095359756.5,32618989596.0,1401,1,35356091.67346939,0.37901498929336186,17.19450595513765,8.282403418164293,7.379669961119599,48.27877286795228,狂热
2022-06-21,30,14,505,841,57,26,0.4642857142857143,7,0.6004756242568371,2.142857142857143,0.4219529579472559,389429339262.75,33506974132.0,1403,2,49225156.266666666,-0.23948681397006416,-3.9524026617721075,6.145845096098631,6.204112186861108,35.59140895942475,极度冰点
2022-06-22,41,2,311,1066,21,14,0.2545454545454545,7,0.29174484052532834,20.5,0.4177396280400572,346147821811.0,29517027967.0,1398,3,54462786.414634146,-0.5400572246065808,-15.885473461300908,1.6814756954315242,6.339516844275276,28.43200734084577,极度冰点
2022-06-23,61,7,1153,221,27,30,0.32967032967032966,8,5.217194570135747,8.714285714285714,0.37687366167023556,380944619031.625,32371025162.0,1401,4,53816913.06557377,0.6652391149179158,23.192226640881064,4.579136488212141,6.365767535226956,51.87718369670489,狂热
2022-06-24,58,2,825,510,67,32,0.35555555555555557,15,1.6176470588235294,29.0,0.5185449358059915,407417991878.5,34767865428.0,1402,5,50698963.827586204,0.22467902995720399,11.72884838467329,6.455540971523798,6.513762676418179,44.999580251570066,狂热
2022-06-27,61,3,808,522,74,26,0.2988505747126437,19,1.5478927203065134,20.333333333333332,0.613960113960114,434148696642.25,34749342627.0,1404,1,39063712.93442623,0.2037037037037037,12.698115256508274,5.556262831797923,7.323258638357527,45.58110456560702,狂热
2022-06-28,76,0,1067,308,29,19,0.2,21,3.4642857142857144,76.0,0.3696581196581197,441877863226.5,36497342019.0,1404,2,54458591.565789476,0.5405982905982906,23.26897420475534,11.000538205103414,8.090619167023018,51.923229399630344,狂热
