pnl,days,reason,code,ed
0.025443750000000025,9,+5%回1%半,600660,20250904
0.048178125,12,+7%回2%清,600660,20250909
-0.02136428571428574,1,+5%回1%半,600671,20260122
-0.03469761904761904,2,-5%止损,600671,20260123
0.05235234820530024,1,+5%回1%半,600685,20251125
0.0006918316001342142,2,+7%回2%清,600685,20251126
-0.12576146481570136,1,-5%止损,600694,20241009
-0.04482720450281427,5,时间5天,600694,20250418
-0.008266773847802732,4,回落3%,600694,20251223
-0.05490721442885773,3,-5%止损,600694,20260116
-0.03621902834008103,5,时间5天,600694,20260121
-0.052966666666666655,1,-5%止损,600699,20241010
0.019525438596491203,1,+5%回1%半,600702,20250821
0.09057807017543865,4,+7%回2%清,600702,20250826
0.03700156349712832,3,+5%回1%半,600702,20250826
0.01705899808551377,4,+7%回2%清,600702,20250827
-0.07925527156549524,1,-5%止损,600703,20260113
0.021408823529411727,2,+5%回1%半,600703,20260311
0.05510980392156864,4,+7%回2%清,600703,20260313
0.02279961240310079,2,+5%回1%半,600729,20241113
0.008070930232558126,3,回落3%,600729,20241114
-0.21194363332404575,1,-5%止损,600729,20250303
-0.008184681583476738,1,回落3%,600729,20260114
-0.04929040191961622,5,时间5天,600732,20250915
-0.06479999999999997,1,-5%止损,600737,20251114
0.032683333333333356,2,+5%回1%半,600741,20250903
0.014221794871794828,3,+7%回2%清,600741,20250904
-0.08690311284046688,1,-5%止损,600745,20241010
0.01219527665317139,7,回落3%,600745,20250730
0.06865415263748594,4,+5%回1%半,600749,20260420
0.08829500561167222,5,+7%回2%清,600749,20260421
-0.07352914072229134,1,-5%止损,600750,20241010
0.01745154525386314,5,+5%回1%半,600750,20251209
0.0236325607064018,17,+7%回2%清,600750,20251225
0.026827282561661607,7,+5%回1%半,600750,20251212
0.01319681955863264,16,+7%回2%清,600750,20251225
0.015251060070671426,1,+5%回1%半,600754,20251112
0.008380231645072652,3,回落3%,600754,20251114
-0.00472465753424657,5,时间5天,600754,20251119
-0.02799902912621367,4,回落3%,600756,20250827
-0.055927628217724526,1,-5%止损,600760,20241010
-0.015323510002062276,2,回落3%,600760,20250513
-0.05360769230769229,3,-5%止损,600761,20250218
0.02928232691306607,5,+5%回1%半,600761,20250221
0.044378630921395115,6,+7%回2%清,600761,20250224
-0.02088814665996989,6,回落3%,600761,20250904
0.008697826559443619,6,时间5天,600763,20260126
-0.05598750000000001,1,-5%止损,600764,20250318
-0.07990465116279075,2,-5%止损,600765,20241011
0.006338072855464102,8,回落3%,600765,20250731
-0.05456231691078555,3,-5%止损,600769,20260317
0.05513947368421056,8,+5%回1%半,600771,20250513
0.043560526315789466,10,+7%回2%清,600771,20250515
0.0563120253164557,7,+5%回1%半,600771,20250513
0.044708649789029505,9,+7%回2%清,600771,20250515
0.015277545284197313,1,+5%回1%半,600773,20260309
